,小区名称,区域位置,经度,纬度,总价,单价,看房时间,链家编号,关注度,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源核验统一编码,查询房管备案记录,核心卖点,小区介绍,周边配套,户型介绍,税费解析,适宜人群,别墅类型,用水类型,用电类型,装修描述,燃气价格,售房详情,交通出行,权属抵押
969,['西城时代家园'],余杭-未来科技城,119.958771,30.271248,340,26901,提前预约随时可看,103113417203,44,3室2厅1厨2卫,高楼层 (共6层),126.39㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,无,2021-02-21,商品房,2018-12-05,普通住宅,满两年,非共有,"
                                有抵押 168万元 中国银行 客户偿还
                              ",已上传房本照片,180711911287,"
                    此房满2年 南北通透  三开间朝南   三房2卫     
                  ","
                    小区共有40幢，有多层和小高层，地上车位100个，地下车位900个，南门前一排房子皆为商铺，生活便利，北门有万达，一公里左右江南时代购物广场集娱乐，休闲，餐饮为一体的大型商场，小区业主多为阿里巴巴或人工智能小镇工作人员
                  ","
                    小区位置好，南门400米有江南时代购物广场，北门150米万达广场，南大门口有小 学，幼儿园、医院、菜场、银行等齐全
                  ","
                    小区北大门出去就是文一西路311公交车站300米，，城东路公交车站200米，凤新路地铁口1200米年底通车，地铁5号线延伸段余杭站800米（在建）
                  ",,,,,,,,,,,
970,['同城印象花苑东区'],余杭-未来科技城,119.956893,30.274866,450,32778,提前预约随时可看,103108931695,48,3室2厅1厨2卫,高楼层 (共9层),137.29㎡,平层,117.59㎡,板楼,南 北,钢混结构,简装,三梯两户,有,2020-05-03,商品房,2006-06-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,180513110377,"
                    交通便利  小区中间位置，尽享闹市中难得的宁静
                  ","
                    同城印象是大规模生态社区。同城印象西邻400余亩的塔山公园，南至文一西路，建筑面积30余万方的大规模、纯自然生态社区。项目分东区、西区、北区三期开发。（此内容为百度百科提供）
                  ","
                    公园有塔山公园（300米左右），*市有华联*市（小区内商铺），医院有余杭第二人民医院（500米），万达广场300米
万达广场、大禹小 学、苕溪幼儿园、塔山公园、余杭区第二人民医院和浙一医院余杭院区（即将投入使用）
                  ","
                    小区门口就是文一西路，多路公交直达蒋村、未来科技城等地，东南面2公里是已经通车的5号线金星站
                  ",,,,,,,,,,,
971,['众安学君里'],余杭-未来科技城,119.969694,30.252949,316,35324,提前预约随时可看,103114165569,2,3室2厅1厨1卫,高楼层 (共23层),89.46㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯四户,有,2021-03-29,商品房,2019-05-21,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,210411OA676555,"
                    次新小区，交通方便，不靠高架，楼层好看房方便，房东诚心出售
                  ","
                    小区是2018年12月底交付的，小区人车分流，两梯四户 此小区自带商街，小区商铺前有绿地草坪，小区属于未来科技城板块 适合上班族和叔叔阿姨居住！
                  ","
                    孕婴老幼：本房是业主一手房源，人车分流，人文环境好。适合家有老幼的人群：配套齐全、有菜市场、有*市、公园、带电梯、不延街、距离医院近、交通便利、方便出行、适合居住。
                  ","
                    小区位于东西大道和天目山西路主干道交界处，东西大道北面连接文一西路，文二西路。地铁：距离小区1000米有禹航路地铁16号线、 公交：小区南面有B4快速公交可直达武林广场，杭州东站，还有367，461，469，471等多条公交线路，交通便利
                  ",,,"
                    小区旁有2大商场，距离1.9公里有江南时代广场和3.9公里有万达广场 医院：距离浙一医院余杭分院仅4公里，余杭区第二人民医院仅3公里
                  ",,,,,,,,
972,['北湖绿洲花园'],余杭-瓶窑,119.982328,30.383427,285,23291,提前预约随时可看,103115392067,4,3室2厅1厨2卫,高楼层 (共6层),122.37㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯两户,无,2021-06-04,商品房,2017-08-14,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,210604AS314377,"
                    房东诚心出售，中法航空大学一步之遥， 纯毛坯。
                  ","
                    小区是瓶窑比较早拥有地下车库的小区，地面车位充足，可以满足业主的停车需求，小区近良渚文化遗址，周末踏青游玩步行即可
                  ","
                    
小区环境好生活设施齐全，可以为你的生活提供更多的便利，小区北面就是瓶窑汽车站，汽车站旁边就是348和31等公交车站台。所以交通便利，小区还有瓶窑恒大城市客厅，瓶窑三医院，瓶窑市民之家
                  ","
                    小区300米处就是瓶窑汽车站，348，495，高速公路出入口都在2公里，开车去杭州三墩蒋村都方便
                  ",,,,,,,,,,,
973,['赞成赞城'],余杭-勾庄,120.110813,30.385105,270,30478,有租户需预约,103115570337,9,3室1厅1厨1卫,中楼层 (共18层),88.59㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,2021-06-14,商品房,2017-10-24,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,190923357225,"
                    
赞成赞城  三房一卫 诚心出售 小区2017年交付，小区配套齐全
                  ","
                    出小区左转步行500米有192路公交车直达武林广场 1.4公里有地铁十号线 出门左通益路上塘高架 有莫干山路。
                  ","
                    
配套：万达影城(上亿店)841米 ；娱乐：万达院线（834米），可口食品商行（143米），银行：中国农业银行24小时自助银行(逸盛路)（60米），中国工商银行24小时自助银行(良渚物流支行)（64米）。
                  ","
                    
城北临绕城公路，南依上塘高架，距杭州咫尺之遥。小区交通便捷 公交车有：K192（武林小广场至物流）,K191（三里亭至物流）,K97路（紫金港至物流），K587（物流至临平汽车南站）488路.788路.397路.97路。地铁10号线等多少条线路
                  ",,,,,,,,,,,
974,['融信澜天'],余杭-良渚,120.057177,30.368488,419,38476,提前预约随时可看,103106117133,16,4室2厅1厨2卫,低楼层 (共34层),108.9㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,2019-09-16,商品房,2019-09-16,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,191122403934,"
                    4房2卫，全明，东边套，中间楼层，位置好，诚心卖
                  ","
                    这个房子是109方的边套户型，4个房间都有窗户，2个卫生间也都全明，2房南，2房北，采光充足，视野好
                  ",,"
                    房子刚刚交付，是毛坯的，不带装修，可以根据自己的喜欢风格来进行量身定制的个性化装修
                  ","
                    万科未来之光广场（大型综合体），永旺梦乐城，金地广场，西田城等
                  ",,,,,,"
                    房东是一次性付款，没有按揭，也没有抵押，产权清晰，诚心卖的，随时可以签字
                  ",,,,"
                    交通:步行到地铁2号线杜甫村站B出口大概600米不到（来自百度地图），也有多路公交车到杭州市区。
                  "
975,['新城峯璟'],余杭-未来科技城,120.038145,30.278609,510,60078,提前预约随时可看,103114160661,8,3室1厅1厨2卫,中楼层 (共7层),84.89㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,有,2021-03-29,商品房,2017-10-19,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,191116932219,"
                    中间套大阳台中间楼层，面朝小区花园，简装，随时看房

                  ","
                     新城峯璟以“新亚洲主义”风格，构筑总建筑面积约7.6万方新亚洲院落墅区。项目由10幢墅质花园洋房和5幢院落联墅组成，粹取西溪的人文地脉及未来科技城城的都会繁华，集资源和城市风貌之大成，为当代都市菁英打造一片既能体验国际海派生活又可享繁华的静..
                  ","
                    本房屋在未来科技城，在阿里巴巴南面。出行方便，适合刚需一家人住！
                  ",,,,,,,,,,,,
976,['翡翠城三期'],余杭-翡翠城,120.02396,30.245739,885,50828,提前预约随时可看,103114715845,29,4室2厅1厨2卫,低楼层 (共12层),174.12㎡,平层,138.08㎡,板楼,南,钢混结构,精装,两梯两户,有,2021-04-27,商品房,2016-04-14,普通住宅,满五年,共有,"
                                有抵押 169万元 杭州银行股份有限公司望江支行
                              ",已上传房本照片,210427SC810061,"
                    此房满五唯一，格局合理，采光不遮挡，边套全明户型，位置安静
                  ","
                    翡翠城是杭州西溪板块约3万人口的标杆高档大型社区，占地约1400亩，总建筑面积约150万平方米，有运动场、幼儿园、、酒店、医疗等，是杭州罕有的集生活、休闲、娱乐、运动、教育等功能于一体的现代
                  ","
                    此房4房2厅2卫，双阳台，朝南卧室都有走入式衣柜，采光充足，
                  ",,"
                    近地铁。翡翠城业主巴士直达黄龙，西溪印象城、汽车西站、西城广场、古荡、黄龙体育场，高峰期每半个小时一班，平时整点出发；公交467路、356路、506路、505路，快速公交B4，连接淘宝城和西湖景区。，途经翡翠城主路五常大道
                  ",,,,,,,,,,
977,['凤溪路211号'],余杭-瓶窑,119.98336625452,30.395958766792,220,18274,提前预约随时可看,103114556118,2,3室2厅1厨2卫,低楼层 (共6层),120.39㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯两户,暂无数据,2021-04-18,商品房,2007-10-12,普通住宅,满五年,非共有,"
                                有抵押 50万元 中国农业银行杭州市余杭支行 业主自还
                              ",已上传房本照片,210418SH627489,"
                    楼层好.....，户型方正，采光好。
                  ","
                    房子在繁华地段 配套完善 瓶窑广场 菜场 小区的东面就是举世瞩目的良渚遗址公园，空气好，在往前走有瓶窑广场和大型综合体，吃喝玩乐都有。小区东边200米为瓶窑广场，吃喝玩乐看电影一条龙服务
                  ",,"
                    
瓶窑自驾，还是公共交通方便，通往杭州各地比较便捷。离目前开通的地铁2号线良渚站也有公交车接泊。距离约11公里
                  ",,,,,,,,,,,
978,['赞成美树'],余杭-勾庄,120.126129,30.371774,450,34855,有租户需预约,103115961988,0,4室2厅1厨2卫,低楼层 (共32层),129.11㎡,错层,暂无数据,板塔结合,南,钢混结构,简装,两梯三户,有,2021-07-06,商品房,2017-09-25,普通住宅,满两年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片,210707AV285411,"
                    美树小区，万科物业管理好。中高层采光好，位置好，交通便利
                  ","
                    
赞成开发商，万科物业，小区共10幢，绿化35%，人车分流，小区总共是占地面积53681.1 m²，总共1185户
                  ","
                    商场：万达广场 、万融城 、上亿广场 、西田城。银行：工商银行、建设银行 医院 ：杭州市第二人民医院，树兰医院
                  ","
                    
赞成美树小区南门东行100米就是 公交K191线路到运河村站有488路从物流批发市场到亲亲家园。自驾车交通便捷，出行便利，出小区东门往南是上塘高架通往市区，往北是南庄兜收费站杭宁高速，地铁10号线吴家门路站800米左右
                  ",,,,,,,,,,,
979,['九衡公寓'],余杭-良渚,120.056155,30.373586,270,28117,提前预约随时可看,103116247734,3,3室2厅1厨2卫,中楼层 (共11层),96.03㎡,平层,暂无数据,板楼,东南,钢混结构,简装,两梯四户,有,2021-07-23,商品房,2019-06-13,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,180916350212,"
                    封闭式小区，人车分流，配套成熟，适合居住，房子户型好
                  ","
                    小区是封闭式管理，24小时安保，人车分流，安全隐患少。小区内绿化饱满，设有水系景观，公共健身设施，儿童游乐区，居住环境灵动有活力
                  ","
                    购物：永旺商场 好又多、苏宁电器、麦德龙chao市。 休闲： 良渚文化村系列主题公园、东明山森林公园、野芦湾生态休闲农业园 银行： 建行、农行、交行 医院 ：浙一医院良渚分院、浙江医院三墩分院 教育：幼儿园xuexiao
                  ","
                    郡原九衡公寓位于良周路与东西大道交界处，从杭州市区经莫干山路及104国道或者古墩路延伸段或者绕城西北线均可到达，地铁2号线。 公交线路：可直接乘坐k372K477，K507到玉城花苑下
                  ",,,,,,,,,,,
980,['复地上城'],余杭-未来科技城,119.973368,30.260222,455,40060,提前预约随时可看,103113340416,29,3室2厅1厨2卫,中楼层 (共17层),113.58㎡,平层,92.43㎡,板楼,南,钢混结构,精装,两梯三户,有,2021-02-17,商品房,2015-02-03,普通住宅,满五年,共有,"
                                有抵押 80万元 杭州市住房公积金中心 业主自还
                              ",已上传房本照片,210220WD015451,"
                    满五东边套户型方正不沿马路，视野开阔，房东诚心诚心诚心
                  ","
                    复地上城项目总用地面积117亩，建筑面积约20万平方米（经百度地图可查），由8幢16-17层的高层和14幢6跃7花园洋房组成。整个社区总户数1261户，车位配比接近1：1。小区环境好.
                  ","
                    1.医疗:浙一医院、杭州市余杭区第二人民医院2.商场:江南时代购物广场、金港商贸城、中泰商贸城、银乐福购物广场、天都百汇广场、华元西溪欢乐城、西溪印象城、万达广场
                  ","
                    此房地理位置优越，南面近地铁十六号线凤新路站与学军只有不到200米，同时靠天目山西路主干道，B4、506、 356等公交车直达市区及火车东站，交通便利
                  ",,,,,,,,,,,
981,['亲亲家园二期'],余杭-三墩,120.094522,30.343284,480,33198,有租户需预约,103115383950,7,4室2厅1厨2卫,中楼层 (共11层),144.59㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯三户,有,2021-06-04,商品房,2016-10-13,普通住宅,满五年,共有,"
                                有抵押 127万元 杭州联合银行 客户偿还
                              ",已上传房本照片,210526BO204129,"
                     户型方正 交通便捷 出行方便 房东诚心出售
                  ","
                    亲亲家园位于三墩镇北古墩路延伸段 南临三墩的经济适用房项目都市水乡 西临五洞星桥港 旁边就是地铁2号线
                  ","
                    电梯房 ，出了小区门口沿古墩路就是世纪联华和中式快餐顺旺基，配套齐全，金地广场 西田城 ，沿古墩路往北2000米左右
                  ","
                    旁边有地铁2号线  地铁4号线  然后还有B2公交站车站等等
                  ",,,,,,,,,,,
982,['众安学君里'],余杭-未来科技城,119.969694,30.252949,300,33498,提前预约随时可看,103112561450,10,3室2厅1厨1卫,高楼层 (共23层),89.56㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯四户,有,2020-12-09,商品房,2019-05-01,普通住宅,满两年,非共有,"
                                有抵押 80万元 浙商银行 客户偿还
                              ",已上传房本照片,201209IX198949,"
                    轻轨口，学君中 学旁，中高楼层，户型方正，视线开阔
                  ","
                    房源是新房，刚交付的新小区，户型很方正， 视线和景观优美，两房朝北，一房朝南，客厅朝南的户型
                  ",,"
                    
小区边上有轻轨口站点，交通便利，出行方便 小区门口有公交站点，B4. 356. 381. 311. 418通往市区，未来科技城和中泰的公交车都有 小区距离1公里左右有高速路口，上高速方便
                  ","
                    
小区旁有2大商场，距离1.9公里有江南时代广场和3.9公里有万达广场 医院：距离浙一医院余杭分院仅4公里，余杭区第二人民医院仅3公里
                  ",,,,,,,,,,
983,['良渚文化村白鹭郡北'],余杭-良渚,120.031863,30.369983,500,33228,提前预约随时可看,103114648199,3,3室2厅1厨2卫,中楼层 (共5层),150.48㎡,平层,139.11㎡,板楼,南 北,钢混结构,毛坯,一梯两户,无,2021-04-23,商品房,2012-07-23,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,210711UH722783,"
                    万科品质，良渚文化村，纯毛坯，房东诚心出售
                  ","
                    良渚文化村白鹭郡北是一个由68幢多层住宅组成的低层、低密度的生态住宅区。小区总建筑面积约17万平方米，共可容纳居民868户
                  ","
                    良渚食街，春漫里商铺，知味观味轩，联华chao市，喜士多chao市 【酒店】：良渚君澜度假酒店 【景点】：良渚博物院，大雄寺，美丽洲教堂，亲子农庄，登山步道
                  ","
                    公交:389路，372路，491A路，478路，路线：古墩路直入市区，东西大道横穿古墩路  良渚地铁站2号线
                  ",,,,,,,,,,,
984,['良渚文化村白鹭郡北'],余杭-良渚,120.031863,30.369983,450,30113,提前预约随时可看,103114835059,9,4室2厅1厨2卫,低楼层 (共5层),149.44㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,无,2021-05-04,商品房,2007-06-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,210429AT037693,"
                    
万科品质，良渚文化村，精装修，满五年，房东诚心出售
                  ","
                    
良渚文化村白鹭郡北是一个由68幢多层住宅组成的低层、低密度的生态住宅区。小区总建筑面积约17万平方米，共可容纳居民868户
                  ","
                    
良渚食街，春漫里商铺，知味观味轩，联华*市，喜士多*市 【酒店】：良渚君澜度假酒店 【景点】：良渚博物院，大雄寺，美丽洲教堂，亲子农庄，登山步道
                  ","
                    公交:389路，372路，491A路，478路，路线：古墩路直入市区，东西大道横穿古墩
                  ",,,,,,,,,,,
985,['华兴公寓'],余杭-瓶窑,119.982718,30.397304,250,17451,提前预约随时可看,103111958566,3,3室2厅1厨2卫,中楼层 (共5层),143.26㎡,错层,暂无数据,塔楼,南,钢混结构,精装,一梯两户,无,2020-10-28,商品房,2009-04-07,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,201028JU886288,"
                    通透格局,楼层好,视野宽阔,采光充足
                  ","
                    
区环境好生活设施齐全，可以为你的生活提供更多的便利，小区南面就是瓶窑汽车站，汽车站旁边就是348和313等公交车站台。所以交通便利，小区还有瓶窑恒大城市客厅，瓶窑三医院，瓶窑市民之家
                  ",,"
                    
门口就是公交车车站，直达杭州主城区方向，和黄湖径山方向，交通比较便利
                  ",,,,,,,,,,,
986,['新湖果岭'],余杭-未来科技城,119.98231,30.262893,410,46161,提前预约随时可看,103113261206,8,3室2厅1厨1卫,高楼层 (共32层),88.82㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯三户,有,2021-01-31,商品房,2017-01-26,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,210203WR469332,"
                    
未来科技城 品质小区 绿城物业
                  ","
                    小区是新湖集团开发，位于文二西路与东西大道交叉口南侧 建筑类型：别墅、高层、双拼组成，小区属于仓前街道，房屋总数：2131 户；楼幢总数：70 幢；占地面积：360668 m²；总建筑面积：400000 m²；绿化面积：129840 m²；地上车位数：300；车位配比1:1
                  ","
                    小区是新湖开发商，绿城的物业，管理严格，小区品质好。本房位于中高楼层，采光好，户型方正
                  ",,,,,,,,,,,,
987,['融创金成英特学府'],余杭-未来科技城,119.96037140612,30.252084623288,460,39411,提前预约随时可看,103111822735,15,3室2厅1厨2卫,低楼层 (共18层),116.72㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯三户,有,2020-10-19,商品房,2019-04-26,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,200314590220,"
                    ！ 未来科技城2.0板块，地铁口100米，房东诚心出售！
                  ","
                    
融创金成英特学府属于杭州未来科技城南版块，位于东西大道和天目山西路的交叉口位置，距离地铁16号线禹航路站100米，地理位置十分优越，边上有江南时代购物广场，万达广场，以及浙一医院余杭分院。
                  ","
                    
江南时代综合体2；万达时代广场 医疗，杭州市余杭区第二人民医院以及浙一医院余杭分院.
                  ","
                    
地铁16号线 禹航路南口站年底通车 公交：476路：余杭工业城站 K367路：禹航路南口站 475路：禹航路南口站,凤凰岭站 469路：余杭工业城站 356路：禹航路南口站
                  ",,,,,,,,,,,
988,['广和美地兰庭'],余杭-仁和,120.094408,30.437379,245,19007,提前预约随时可看,103112338310,4,4室2厅1厨2卫,低楼层 (共6层),128.9㎡,平层,115.4㎡,板塔结合,南 东,框架结构,毛坯,一梯两户,无,2020-11-23,商品房,2011-05-26,普通住宅,满五年,非共有,"
                                有抵押 20万元 业主自还
                              ",已上传房本照片,210110ET270869,"
                    此房满五不唯一，户型好，采光明亮


                  ","
                    美地兰庭位于仁和镇南端，西临东西大道，东靠直塘河，交通便捷，景观优美。项目规划用地总面积为38063平方米，建筑面积68500万平方米，由15幢的多层住宅和2幢小高层住宅组成


                  ","
                    仁和 镇 政 府旁，好易购综合体800米，人民广场800米，东风小 学500米，两公里内仁和中 学，仁和幼儿园都有


                  ","
                    未来地铁口900米，杭德轻轨900米，779C路：779A路：65路：487路：779B路：787路：507路：778路：交通方式：杭州上塘高架入杭宁高速，良渚临平出口左转或走东西大道经勾庄、良渚至仁和


                  ",,,,,,,,,,,
989,['和昌府'],余杭-良渚,120.063092,30.37114,465,35983,提前预约随时可看,103115833418,31,4室2厅1厨2卫,低楼层 (共16层),129.23㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,一梯两户,有,2021-06-29,商品房,2019-06-05,普通住宅,满两年,非共有,"
                                有抵押 50万元
                              ",已上传房本照片,190701051259,"
                    和昌府 可看整个小区绿化 真正的客厅有阳台 边套大四房
                  ","
                    合昌府是2019年交付的次新房 小区环境和绿化都很好 且小区是人车分流的，老人和小孩都居住都很舒适。
                  ",,,"
                    业主是新房买进，现在考虑置换，现在忍痛割爱卖掉，是交付时候的毛坯，可按照自己的喜好自由装修
                  ",,"
                    合昌府是一梯一户的，通透性很好。三开间朝南，双阳台，有实用飘窗。居家隐私好，居住舒适
                  ",,,,,,"
                    和昌府位于良渚新城板块，小区南面是平高创业城的写字楼和一幢洲际酒店以及永旺梦乐城，地铁口就在楼下。小区西北面是在建的良渚医院。小区西边是已经规划好的108万方建筑面积的良渚客厅（包括了住宅，邻里等），居住很便利
                  ",,
990,['清合嘉园西区'],余杭-仁和,120.094875,30.447941,280,17478,提前预约随时可看,103106136758,7,3室2厅1厨2卫,中楼层 (共11层),160.21㎡,平层,125.87㎡,板楼,南,钢混结构,精装,一梯两户,有,2019-09-18,商品房,2010-12-31,普通住宅,满五年,非共有,"
                                有抵押 100万元 业主自还
                              ",已上传房本照片,190923374411,"
                    房子格局好，交通便利，配套齐全。
                  ","
                    小区旁边就是农行，好忆购大型*市，出门300米就是公交站台，
                  ",,"
                    房子户型正气，一共3房，两房朝南，客厅带阳台，电梯房楼层，无遮挡，采光好。
                  ",,,,,,,,,,,
991,['新湖果岭'],余杭-未来科技城,119.98231,30.262893,700,52470,提前预约随时可看,103109845398,97,3室1厅1厨2卫,低楼层 (共32层),133.41㎡,平层,108.22㎡,板塔结合,东,钢混结构,简装,两梯四户,有,2020-06-21,商品房,2016-04-22,普通住宅,满五年,共有,"
                                有抵押 80万元
                              ",已上传房本照片,200702692815,"
                    未来科技城品质小区，绿城物业，可见花园泳池，南面是排屋区...
                  ","
                    小区交通便利，配套成熟，物业是绿城，属于仓前街道。属于杭师大仓前校区的，杭师大也位于仓前街道高楼层视野佳


                  ","
                    三房的户型，扩面积很大，东边套，二房朝南，主卧带阳台和卫生间，主卧卫生间有个小露台。客厅朝东，二房朝北。房子是14年交付的，现代框架式结构，南北朝向带储藏室
                  ",,"
                    共享单车，微公交，公交站，绿汀路科技岛站东走925米，火车西站在北面3.5公里（参考高德地图）
                  ",,,,,,,,,,
992,['清合嘉园西区'],余杭-仁和,120.094875,30.447941,270,17833,提前预约随时可看,103114264447,2,4室2厅1厨2卫,低楼层 (共11层),151.41㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯两户,有,2021-04-03,商品房,2007-02-05,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,210403DD611038,"
                    此房满五，户型格局好，采光充足，交通便利。
                  ","
                    清合嘉园项目位于余杭仁和镇良塘公路和仁和大道交汇处，项目总占地面积64000平方米，建筑面积110000平方米
                  ","
                    滨河公园、广场、好亿购*市、星巴克、肯德基、足球场、篮球场、58生鲜汇，仁和卫生院、工商银行、农业银行、邮政银行、农村商/业银行，图书馆；生活方便
                  ","
                    交通出行：779C路：779A路：65路：487路：779B路：787路：507路：778路： 交通方式：杭州上塘高架入杭宁高速，良渚临平出口左转或走东西大道经勾庄、良渚至仁和
                  ",,,,,,,,,,,
993,['御景城'],余杭-未来科技城,119.948638,30.28101,476,23688,提前预约随时可看,103116603630,16,5室3厅1厨3卫,高楼层 (共11层),200.95㎡,暂无数据,暂无数据,板楼,南,钢混结构,简装,一梯一户,有,2021-08-13,商品房,2020-06-01,普通住宅,未满两年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片,191016296986,"
                    电梯房顶楼复式户型，得房率高，采光好，诚心卖
                  ","
                    ：
房东是精装自住，生活配套齐全，开发商是杭州大禹房地产开发有限公司，小区总共11幢住宅，多层和小高层都有
                  ","
                    房子为70年产权商品房，不满5年有5.3%的增值税，个税1%契税（首套1.5%、二套2%）
                  ",,,"
                    小区距离科技大道900米，门口200米，公交车346.506到杭州小区出门50米是禹杭路
                  ",,,,,,,,,
994,['海德公园'],余杭-勾庄,120.12824648255,30.363522969508,375,41998,提前预约随时可看,103116454123,1,3室2厅1厨2卫,低楼层 (共11层),89.29㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯两户,有,2021-08-05,商品房,2018-08-09,普通住宅,满两年,非共有,"
                                有抵押 200万元
                              ",已上传房本照片,210805GY424384,"
                    房子是小高层，总高11层，一梯两户。南面沿河，位置安静。
                  ","
                    房子是19年7月份毛坯交付的，由德信、金地、阳光城三大房企联合打造的宜居小区。小区自带泳池以及LED夜光跑道，小区绿化优美，宜居住。
                  ","
                    三开间朝南，主卧带独立卫生间，采光无遮挡，南面沿河，视野景观佳
                  ","
                    项目地铁4号线、10号线，双地铁连接主城区，6站可到达申花板块，9站到达黄龙，项目东邻杭城主干道上塘高架，南邻城北横向中轴，连接杭州南北两面；石祥路贯穿杭州东西两面，海德公园位于双轴之上，交通便捷，可快速通达全城各区
                  ","
                    项目3公里生活圈内有万达广场、西田城、欧尚、大润发等，出入方便。经由东吴路，可快速抵达万达商圈，一站式吃喝玩乐购，随时畅享；区域内新兴的居住区、产业园、配套纷呈落位，优质生活资源紧密
                  ",,,,,,,,,,
995,['西溪永乐城'],余杭-未来科技城,120.011668,30.280345,529,58876,有租户需预约,103115394096,12,3室2厅1厨1卫,中楼层 (共23层),89.85㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2021-06-04,商品房,2018-08-24,普通住宅,满两年,非共有,"
                                有抵押 329万元 中国农业银行股份有限公司杭州支行 业主自还
                              ",已上传房本照片,210612OE305033,"
                    未来科技城板块， 小区成熟，位置好，精装修
                  ","
                    西溪永乐城位于杭州市余杭未来科技城，由杭州鑫瑞置业有限公司建成，总建筑面积165000，总占地面积31447，共计房屋1041户，小区物业公司为杭州西开物业管理发展有限公司。
                  ","
                    浙一医院分院距离五公里，5号线双地铁口交通方便，银行、萧山机场航站楼等！
                  ","
                    道路交通设施：文一西路沿线，文一地下隧道，地铁5号线创景路站、葛巷站 公交311齐北弓桥站,葛巷村站，785齐北弓桥站,葛巷村站，等路线直达
                  ",,,,,,,,,,,
996,['亲亲家园二期'],余杭-三墩,120.094522,30.343284,460,33597,提前预约随时可看,103112224485,28,3室2厅1厨2卫,中楼层 (共18层),136.92㎡,平层,113.22㎡,板楼,南 北,钢混结构,精装,两梯三户,有,2020-11-15,商品房,2016-08-24,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,201115VM756157,"
                    南北通透格局，电梯七楼，视野宽阔采光充足，配套齐全生活方便。
                  ","
                    亲家园位于西湖区三墩镇北古墩路延伸段，浙大紫金港校区。南临三墩的经济适用房项目都市水乡，西临五洞星桥港，北临王家兜港。拥有以社区文化广场，休闲步行街，城市街，会馆等构成完善的文化设施。这是一个充满人情味，设施齐全的小区！
                  ","
                    中高楼层采光佳，没有遮挡，视野好。电梯房，生活方便，出行不用爬楼梯。南北双阳台，通透户型。
                  ","
                    精装修，可拎包入住，家具品质高，房子保养程度很好，装修比较有格调
                  ","
                    
拥有以社区文化广场，休闲步行街，城市街，会馆等构成完善的文化设施。有10多年的配套积累，有多家银行、出门沿古墩路往南200米左右就就是大型*市世纪联华，还有中式快餐顺旺基，离大型商*金地广场、西田城距离近，距离浙江医院三墩医院也近。
                  ",,,,,,"
                    公交: B支1：池华街公交站,铭雅苑站,亲亲家园站 389：铭雅苑站,亲亲家园站,戴家塘站,李家角站 37路：池华街公交站 B 2路：池华街公交站,池华街古墩路口站,金家渡路西口站。地铁二号线：墩祥街站、金家渡路站。
                  ",,,,
