,小区名称,区域位置,经度,纬度,总价,单价,看房时间,链家编号,关注度,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源核验统一编码,查询房管备案记录,核心卖点,小区介绍,周边配套,户型介绍,售房详情,适宜人群,装修描述,用水类型,用电类型,燃气价格,交通出行,税费解析,别墅类型,权属抵押
249,['近江家园二园'],上城-近江,120.208244,30.234935,365,55974,提前预约随时可看,103113271442,31,2室1厅1厨1卫,中楼层 (共6层),65.21㎡,平层,暂无数据,板塔结合,南 北,框架结构,简装,一梯三户,无,2021-02-01,商品房,2021-02-19,普通住宅,未满两年,共有,"
                                有抵押 120万元
                              ",已上传房本照片,200515559710,"
                    小区环境好 两房 中间楼层 总价低
                  ","
                    近江家园二园位于上城区近江，距离地铁近江站A出口300米处。近江家园建筑年代2003年建成年,杭州安居物业管理有限公司，开发商杭州城建开发集团有限公司，小区内主力楼盘为7层板楼，物业费用0.8元/平米/月。
                  ","
                    该社区500米处商场：物美*市、久光百货、万泰城。距此社区1公里休闲：杭州大剧院、杭州图书馆、杭州城市规划展览馆、杭州青少年宫、城市阳台。小区南门富春路沿街200米银行：建设银行、24小时农业银行，中国银行，工商银行。距此圣玛丽妇科医院500米。
                  ","
                    小区南门距此300米富春路公交路线：9路、29路、1001路、32路、42路、71路，小区距此300米富春路与婺江路交汇处便是近江地铁站，地铁1号线和4号线。整个区域2纵1横（中河高架、秋石高架、钱江路、之江路）的城市主干道，距离钱塘江700米。
                  ",,,,,,,,,,,
250,['白塔人家'],上城-复兴,120.15577498907,30.210347796402,349,44905,提前预约随时可看,103117410554,28,2室2厅1厨1卫,中楼层 (共5层),77.72㎡,平层,68.42㎡,板楼,南 北,框架结构,精装,一梯四户,无,2021-09-28,商品房,2020-12-15,普通住宅,未满两年,非共有,"
                                有抵押 240万元 中国工商银行众安支行 客户偿还
                              ",已上传房本照片,200922VB011269,"
                    白塔人家2012年房龄，近地铁，全新精装修，店长推荐！
                  ","
                    白塔人家是2012年的房子，房龄新，位于景区内。小区车位充足，停车便利；小区的外立面类似花园洋房！
                  ","
                    白塔人家一南一北经典户型，全明户型房子很敞亮，中间楼层位置好！      
                  ","
                    2020年年底买进，全新精装修，装修花费35万，目前已入住两个月左右，现因计划有变，忍痛割爱！
                  ","
                    距离小区500米左右有白塔公园，1公里可以走到八卦田景区，家门口就是景区，散步走走比较方便，100米有基金小镇办公楼。小区东门300米以内有个大型农贸市场！
                  ",,,"
                    交通方便，地铁四号线水澄站，公交车闸口站，有119路、202路、308路、39路、20路公交车！
                  ",,,,,,,
251,['恒丰坊'],上城-近江,120.208103,30.242896,355,49361,提前预约随时可看,103116720886,4,2室1厅1厨1卫,低楼层 (共7层),71.92㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯两户,无,2021-08-20,已购公房,2021-07-27,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210715KY181528,"
                    两房朝南，全明南  ，北通  透，架空1楼，采光不影响
                  ","
                    此房所在位置繁华，小区边上有联华、叶氏兄弟水果、三桥农贸市场，中国银行、建设银行、邮政银行、工商银行，妇幼保健院、物美、万泰城、天阳亲子广场，小区800米左右（来源百度地图）到钱塘江，可沿江散步，生活休闲配套完善，生活方便。
                  ",,"
                    29/K29路、71/K71路、K216路(夜间线)、K536路地铁：近江站(1号线、4号线)、婺江路站(1号线
                  ",,,,,,,,,,,
252,['康恒悦麒美寓'],上城-九堡,120.28530991884,30.303045694821,310,35727,提前预约随时可看,103115130567,46,2室2厅1厨1卫,低楼层 (共24层),86.77㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2021-05-20,商品房,2021-05-19,普通住宅,未满两年,共有,"
                                有抵押 200万元
                              ",已上传房本照片,201108SA055612,"
                    江边大两房，绿城物业，环境好绿化好，楼层高采光好视野好
                  ","
                    悦麒美寓，，共享钱江新城高标准配套，拥有良好的发展前景。项目南临钱塘江，北近杨公路，西靠九盛路，南侧距江150米。整体建筑汲取古典主义精华，装饰艺术的建筑形态、自然色泽的经典石材、让人体会到稳重的形象。
                  ","
                    此房户型为两房，单元边套，户型方正，客厅朝北，主卧朝南，次卧朝南带阳台，明厨明卫
                  ",,"
                    杨公村：B1线、K401、K320、K210、K566、525、365等公交线：地铁一号线，杭州客运总站、艮山东路、德胜东路，东湖高架，之江路
                  ",,,,,,,,,,
253,['建塘家苑'],上城-丁桥,120.21603460016,30.352058032154,200,30889,提前预约随时可看,103117228658,10,2室1厅1厨1卫,低楼层 (共16层),64.75㎡,平层,暂无数据,板楼,南,砖混结构,简装,两梯四户,有,2021-09-17,商品房,2020-07-02,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210918TU526162,"
                    户型好，价格实惠，看房方便，交通便利
                  ","
                    方圆2公里内分布4大综合体，杭州中医院，以及采荷分校，银行，菜场一应俱全 小区门口有商场建塘家苑；距离丁兰广场1000米左右的路程，到新城广场、物美s商场也只有1200米左右的路程；未来丁桥将两个现代化的城市水景综合体。与龙湖天街6期距离本小区近。
                  ",,"
                    
房子没有抵押，产权清晰，满5年没有增值税，户型全明，中间楼层采光好
                  ",,,,,,,,,"
                    快速公交3号线同协路站点，华丰公交总站，同协路、石大快速路和秋石高架。 公交：同协路上应家塘(85路, 99路, 135路, 218路, 867路)下车向北步行200米


                  ",,
254,['红街天城公寓'],上城-火车东站,120.214636,30.298439,140,16917,提前预约随时可看,103115240514,87,2室1厅1厨1卫,低楼层 (共18层),82.76㎡,平层,暂无数据,塔楼,东 南 西,钢混结构,精装,四梯三十五户,有,2021-05-27,商品房,2021-05-27,商住两用,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210527XV323412,"
                    
此房朝东西 高楼层 视野好 领包入住 随时可签 看房方便
                  ","
                    房子朝向朝东西，中楼层，两房一厅，采光好，保养好，干净，安静，整洁
                  ",,"
                    该小区相邻火车东站，地铁1号线与4号线同站换乘，市内出行方便，地铁直达。去市外，省外，高铁直达，火车出行，机场巴士直达萧山机场都在杭州东站里面乘坐。小区西门口就是公交站台。
                  ","
                    商场：汇和城商圈，九隆*市，华润万家，火车东站商圈等。银行：建设银行，农业银行，杭州合作银行；菜场：东明综合农贸菜场，濮家综合农贸菜场
                  ",,,,民水,民电,,,,,
255,['首开东城金茂府'],上城-城东新城,120.235048,30.306312,830,68291,提前预约随时可看,103114933803,64,3室2厅1厨2卫,低楼层 (共14层),121.54㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,2021-05-09,商品房,2021-05-08,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,210509EL154210,"
                    城东新城 标杆楼盘 恒温恒湿科技盘 东边套 楼层好
                  ","
                    小区是杭州金茂第二个项目 以健康生活 科技居住的理念 小区打造的是恒温恒湿的科技盘 开发商：东城 物业：金茂物业
                  ","
                    正居武林东翼，同时拥享武林及钱江新城两大市心板块优渥资源。西子国际、港龙城、东站万象汇等约环伺，汇合城、万象城、来福士、庆春银泰、杭州大厦、国大城市广场等随时可达，江干区人民医院（在建）、邵逸夫医院等医疗配套环伺
                  ","
                    择址城东新城核芯区，以西杭州东站，地铁1号线、4号线、6号线（在建）三轨并进，德胜互通、彭埠互通、石德立交、艮秋立交四大高速畅达全城 小区距离地铁4号线明石路站600米 到火车东站1.5公里的路程 德胜高架、秋石高架可通往杭州武林商圈
                  ",,,,,,,,,,,
256,['融创玖樟台'],上城-笕桥,120.216839,30.315731,600,53836,提前预约随时可看,103117061927,65,3室2厅1厨2卫,中楼层 (共16层),111.45㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯两户,有,2021-09-07,商品房,2020-05-19,普通住宅,未满两年,非共有,"
                                有抵押 50万元
                              ",已上传房本照片,210908TE403599,"
                    升级精装修 视野开阔 户型正气 诚心出售
                  ","
                    小区是由杭州新融盛耀置业有限公司开发的，小区物业是融创自己的物业，小区物业费4.5元，燃气费3.1元。小区有高层和洋房，环境优美，品质小区
                  ","
                    开发商精装修 房东细心配了家具家电。全屋带地暖 有新风系统的4500的装修标准。
                  ",,,,,"
                    双凉亭公交站94路 278路 305路 B支2路，草庄公交站94路 278路 304路 305路 357路，距离杭州东站1.9公里（数据来源于高德地图），距离六号线地铁口（在建）941米（数据来源于高德地图），400米德胜高架入口，公交地铁自驾出行很是方便。
                  ",,,,,,,
257,['融创玖樟台'],上城-笕桥,120.216839,30.315731,840,60164,提前预约随时可看,103117270459,11,4室2厅1厨2卫,高楼层 (共16层),139.62㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯两户,有,2021-09-19,商品房,2020-01-07,普通住宅,未满两年,共有,"
                                有抵押 200万元
                              ",已上传房本照片,210919SU608982,"
                    开发商精装 视野开阔 正对泳池 大四房 诚心出售 高楼层 
                  ","
                    小区是由杭州新融盛耀置业有限公司开发的，小区物业是融创自己的物业，小区物业费4.5元，燃气费3.1元。小区有高层和洋房，环境优美，品质小区
                  ","
                    开发商精装修 全屋带地暖 有新风系统 ，4500的精装修标准
                  ",,,,,"
                    双凉亭公交站94路 278路 305路 B支2路，草庄公交站94路 278路 304路 305路 357路，距离杭州东站1.9公里（数据来源于高德地图），距离六号线地铁口（在建）941米（数据来源于高德地图），400米德胜高架入口，公交地铁自驾出行很是方便。
                  ",,,,,,,
258,['龙湖武林九里'],上城-丁桥,120.223523,30.34557,420,34557,提前预约随时可看,103116600902,48,3室1厅1厨2卫,低楼层 (共10层),121.54㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,有,2021-08-13,商品房,2021-05-13,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,200923UQ090067,"
                    
龙湖品质物业，小区中间幢数 精装修
                  ","
                    
龙湖开发商，品质有保障，小区五重园林设计，错落有致，居住较为舒适；规划的龙湖天街，新城国际广场，建成为集商场、娱乐、休闲、办公和酒店为一体，满足日常生活所需。
                  ",,"
                    
地铁3号线同协路站点，华丰公交总站，同协路、石大快速路和秋石高架。 公交：同协路上应家塘(85路, 99路, 135路, 218路, 867路)下车向北步行200米
                  ","
                    
规划约30万方综合体，龙湖天街，建成为集商场、娱乐、休闲、办公和酒店为一体，满足日常生活所需；华丰规划近百万方综合体包括华丰汇、尚品谷和泰地北上新城，另外包括两家大酒店，杭州华悦国际
                  ",,,,,,,,,,
259,['万科紫台'],上城-九堡,120.248874,30.313802,516,40630,提前预约随时可看,103112109586,64,3室2厅1厨2卫,中楼层 (共16层),127㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯两户,有,2020-11-07,商品房,2019-12-27,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,190126940866,"
                    
大户型西边套，采光充足，精致装修可拎包入住
                  ","
                    万科紫台是2015年的房子，万科品牌里面也是自己的物业，有氧绿化环境优美安静舒适，车位配比充足，万科物业24小时巡防放心尽心尽责。
                  ","
                    
此房为开发商精装交付，交付以后房东进行了部分装修，置办楼家具家电，用的材料都是环保材料，保养的很好，可以直接拎包入住
                  ",,,,,"
                    小区边交通便利，小区门口约50米就有普照巷公交站，有公交车1702路,357路公交车，小区出门500米即可到达德胜快速路，距离火车东站约3公里，出行还是方便的
                  ",,,,,,,
260,['绿城杨柳郡'],上城-七堡,120.246358,30.308035,820,59460,提前预约随时可看,103116078504,27,4室2厅1厨2卫,中楼层 (共14层),137.91㎡,平层,暂无数据,板楼,东南,钢混结构,精装,一梯一户,有,2021-07-13,商品房,2021-06-10,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,210705EN044518,"
                    绿城开发 地铁口 开发商精装修，小区品质好，配套齐全
                  ","
                    边套户型，光线好视野好采光好，三房朝南好户型，户型利用率高，几乎没有浪费的面积
                  ",,"
                    小区边上有地铁1号线七堡站，出行方便的，小区北面还有德胜快速路，杭州的主干道
                  ","
                    杨柳郡小区位于江干七堡，地铁1号线七堡站上盖，交通，综合体（暂未交付）
                  ",,,,,,,,,,
261,['融创玖樟台'],上城-笕桥,120.216839,30.315731,830,60167,只周末可看,103115247315,41,4室2厅1厨2卫,低楼层 (共16层),137.95㎡,平层,112.44㎡,板楼,西南,钢混结构,精装,两梯两户,有,2021-05-27,商品房,2020-07-08,普通住宅,未满两年,共有,"
                                有抵押 400万元
                              ",已上传房本照片,210604JB254777,"
                    升级精装修 视野开阔 西边套 户型正气 诚心出售
                  ","
                    小区是由杭州新融盛耀置业有限公司开发的，小区物业是融创自己的物业，小区物业费4.5元，燃气费3.1元。小区有高层和洋房，环境优美，品质小区
                  ","
                    开发商精装修的基础上升级过装修， 房东细心配了家具家电，全屋带地暖 有新风系统的4500的装修标准。
                  ",,,,,"
                    双凉亭公交站94路 278路 305路 B支2路，草庄公交站94路 278路 304路 305路 357路，距离杭州东站1.9公里（数据来源于高德地图），距离六号线地铁口（在建）941米（数据来源于高德地图），400米德胜高架入口，公交地铁自驾出行很是方便。
                  ",,,,,,,
262,['世茂东壹号'],上城-七堡,120.2541,30.308433,450,50676,提前预约随时可看,103116139067,14,3室2厅1厨1卫,中楼层 (共16层),88.8㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2021-07-16,商品房,2020-03-25,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210507HE899731	,"
                    艮北新城 满五年 高楼层 采光好 看房方便 拎包入住
                  ","
                    
世茂品牌，品质保障，环境优美。小区中间有喷水池，游乐设施，林荫步道。世茂自己的物业公司，保安力量强，物业维护效率高。
                  ","
                    采荷中XUE 李宁公园 建华农贸市场。艮北新城是杭州侧重打造的区域，配套齐，在造多个综合体。
                  ","
                    小区门口约100米有公交站，七堡地铁约600米，九和路地铁约400米，德胜快速路，火车东站约3公里，交通便利
                  ",,,,,,,,,,,
263,['广宇东承府'],上城-丁桥,120.235824,30.36647,453,32605,提前预约随时可看,103112098767,10,3室1厅1厨2卫,中楼层 (共17层),138.94㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯两户,有,2020-11-07,商品房,2020-09-01,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,201110HX223142,"
                    楼层好，户型正气，三开间朝南，配套设施齐全，采光好，视野开阔
                  ","
                    东承府是建于2014年的社区，由杭州广宇集团股份有限公司开发，入住率高。小区共有高层板楼和排屋组成，户型设计合理，适宜居住。小区内居住氛围浓厚，社会风气良好，小区管理严格，安全无虑
                  ","
                    
社区位于杭州市江干区丁桥镇勤丰路生活区域，边上配套成熟、完善，具有物美生活*市，大唐城，新城广场，丁兰生活广场，数码广场，横店电影城等等，让你生活丰富多彩，丁桥镇社区卫生、杭州市中医院丁桥院区
                  ","
                    小区正大门南门口就是环丁路公交车站，有81路，85路公交车，发往景芳五区，大关小区，出行方便。
                  ",,,,,,,,,,,
264,['新城红郡'],上城-丁桥,120.235193,30.377259,288,29521,提前预约随时可看,103117466497,19,3室2厅1厨2卫,中楼层 (共24层),97.56㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2021-10-03,商品房,2021-07-23,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,211008OI896981,"
                    
本房是双卫 精装修三房，楼幢位置好，边套户型，可拎包入
                  ","
                    
适合刚结婚夫妻， 家有老人孩子居住都适合 ，免去装修烦恼直接拎包入住。
                  ",,"
                    此房业主自己装修，家具和家电全是进口品牌，硬装和软装共计35万，目前居住6个月左右，女业主在钱塘新区上岸，来回奔波时间约三小时，所以卖掉换在滨江 价格基本包括家具和家电留下喔，对买家来说即省心又节省时间喔
                  ",,,"
                    配套设施齐全 三义农贸市场 各大银行 山姆会员店 西子丁兰广场 交通便利 地铁3号线天丰路站 华鹤街长睦路口(335路 1902路)、 天山路华鹤街口(1902路)、 长睦路天山路口(1902路) 小区楼间距大 = 物业万科严格 品质小区
                  ",,,,,,,,
265,['八卦新村'],上城-复兴,120.157804,30.212691,228,37170,提前预约随时可看,103117077277,42,2室1厅1厨1卫,中楼层 (共7层),61.34㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯两户,无,2021-09-08,已购公房,2021-06-17,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,210906DZ149939,"
                    房东诚心卖，环境优美，好楼层  房东诚心卖
                  ","
                    
配套：复兴平价水果市场    银行：交通银行（海月路），公园：八卦田遗址
                  ",,"
                    房子产权性质是房改房，新办的产证没有满五年，有增值税5.3%，契税首套二套1%，个税1%，土地出让金：分摊面积是10.2平
                  ",,,,,,,,,"
                    小区到4号线地铁复兴站300米左右；自驾有秋石高架贯穿杭州东西方向，中河高架来往杭州南北方向；公交车四通八达，高铁站杭州东站距离15千米左右可以地铁直达，是浙江省铁路交通枢纽！
                  ",,
266,['招商越秀公园1872'],上城-七堡,120.24984,30.305866,920,59931,提前预约随时可看,103114282412,113,4室2厅1厨2卫,低楼层 (共15层),153.51㎡,平层,暂无数据,塔楼,南 东,钢混结构,精装,两梯一户,有,2021-04-04,商品房,2020-12-22,普通住宅,未满两年,共有,"
                                有抵押 420万元
                              ",已上传房本照片,210404MK705221,"
                    东边套 不临街，
七堡地铁口，精装修 带地暖 拎包入住 诚售
                  ","
                    该房屋是东边套采光好，餐客厅带阳台，空气对流，楼层好视野开阔 
                  ",,"
                    旁边地铁七堡站二百米都不到（数据来自百度地图），一号线直达火车东站跟武林广场向东直达客运车站
                  ","
                    1872小区自带的招商花园城综合体（建设中）；李宁公园（规划建设中）；招商i-park（建设中）3万方景观公园，杭州市人民医院（规划当中）
                  ",,,,,,,,,,
267,['金峰大厦'],上城-湖滨,120.177847,30.262365,390,26098,提前预约随时可看,103117335866,46,3室2厅1厨2卫,低楼层 (共21层),149.44㎡,平层,暂无数据,板塔结合,东 南,砖混结构,精装,两梯八户,有,2021-09-24,商品房,2021-06-24,商住两用,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210423LJ289797,"
                    不限√不限代，西湖边，壕装大平层公寓
                  ","
                    两房一厅，朝向东南，装修好，领包入住，大家对带看。好房/。冲
                  ",,"
                    一号线地铁龙翔桥站5号线万安桥站2号线中河北路都在2公里内 联桥站公交站众安桥交通很方便
                  ","
                    综合体：湖滨银泰，工联大厦，嘉里，西湖银泰；医院有:浙一医院、浙二医院、市一医院、中医院、浙大妇产科医院；银行：中国农业银行浣纱支行、中国工商银行解放支行五州分理处、中国建设银行吴山支行中河路分理处；距离西湖约600米，环境好，生活便利
                  ",,,,民水,民电,,,,,
268,['金峰大厦'],上城-湖滨,120.177847,30.262365,358,25550,下班后可看,103116420480,98,3室2厅1厨2卫,中楼层 (共21层),140.12㎡,平层,暂无数据,板塔结合,南,砖混结构,精装,两梯八户,有,2021-08-03,商品房,2021-04-21,商住两用,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210322EX907737,"
                    楼层好，采光充足，配套齐全，交通便利。
                  ","
                    综合体：湖滨银泰，工联大厦，嘉里，西湖银泰；医院有:浙一医院、浙二医院、市一医院、中医院、浙大妇产科医院；银行：中国农业银行浣纱支行、中国工商银行解放支行五州分理处、中国建设银行吴山支行中河路分理处；距离西湖约600米，环境好，生活便利
                  ",,"
                    三房两厅两卫一厨一阳台。内配美的空调，威特奇新风，西门子洗碗机、蒸烤箱、电磁炉、油烟机，莫干山地板，lifesmart智能灯光和窗帘系统，松下插座，箭牌智能坐便器，箭牌水槽，箭牌龙头花洒，三层两中空隔音玻璃窗。全屋定制家具，环保建材。
                  ",,,,"
                    一号线地铁龙翔桥站5号线万安桥站2号线中河北路都在2公里内  联桥站公交站众安桥交通很方便
                  ",民水,民电,,,,,
269,['新天地金色时光'],上城-火车东站,120.202143,30.307871,548,42006,提前预约随时可看,103117257045,30,4室2厅1厨2卫,低楼层 (共14层),130.46㎡,平层,107.14㎡,板塔结合,南,钢混结构,精装,一梯四户,无,2021-09-18,商品房,2021-01-05,普通住宅,未满两年,非共有,"
                                有抵押 290万元 中国银行 客户偿还
                              ",已上传房本照片,210919RN602339,"
                    全明东边套 两室朝南 客厅带阳台 透气性好 带装修
                  ","
                    房子目前做成两室朝南 2室朝北 大客厅朝东带阳台 两个卫生间都是带窗户的~大厨房朝北 全明东边套
                  ",,,"
                    房子业主已经装修好了~ 刚刚硬装都弄好了 基本自己添置点家具和生活用品就可以直接入住的
                  ","
                    房子是刚装修好2个月， 房东置换小套的或者首套自住的都是很好的选择 可以直接入住
                  ",,,,,,,,,
270,['置鼎明珠1号'],上城-丁桥,120.236585,30.358129,85,20176,提前预约随时可看,103117114606,5,2室2厅1厨1卫,中楼层 (共10层),42.13㎡,暂无数据,30.24㎡,板塔结合,北,混合结构,精装,四梯二十七户,有,2021-09-10,商品房,2020-04-28,商住两用,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,210926SU177432,"
                    
楼层好，视野开阔，配套设施齐全，交通方便，房东急卖
                  ","
                    
上下两层loft格式，楼上2房，楼下客厅等活动区域，视野开阔，适宜年轻人居住~
                  ",,"
                    
丁桥公交总站：B3开往城站火车站 B支2开往市府大楼， K99 K95 K386 K218等公交。345开往彭埠地铁站。
                  ","
                    丁兰广场一路之隔，美食，商场，大型生活市世纪联华，星巴克 横店电影院等配套完善， 整个丁桥板块环境好属杭州聚结的居民区 是您居住的理想之地。
                  ",,,,商水,商电,,,,,
271,['东方时代中心'],上城-三里亭,120.20244214336,30.298822693411,98,25913,提前预约随时可看,103117633504,3,1室1厅1厨1卫,高楼层 (共18层),37.82㎡,平层,暂无数据,平房,南,钢混结构,精装,两梯二十一户,有,2021-10-14,商品房,2021-10-14,商住两用,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210717SM481332,"
                    此房朝南 带阳台 中间楼层采光好 配套齐全 .
                  ","
                    单身公寓，家具电器齐全，秋石高架路和机场路，上班出行方便，适合年轻上班族
                  ",,"
                    此房精装修，干净整洁，家具电器齐全，卧室带阳台，可拎包入住，卧室朝南
                  ",,,"
                    商场：衣之家百货，衣之家城市广场，汇和成，火车东站万象汇等，银行：招商银行，中国邮政储蓄银行，中国工商银行等，医院：903医院，杭州广仁医院等，地铁：地铁1号线闸弄口站，地铁4号线新风站
                  ","
                    距离地铁1号线闸弄口站993米（数据来自高德地图)，距离4号线新风站1.3公里（数据来自高德地图)
                  ",民水,民电,3.1元/m3,,,,
272,['中豪湘和国际'],上城-景芳,120.227005,30.281935,115,32386,提前预约随时可看,103117644044,0,1室1厅1厨1卫,低楼层 (共13层),35.51㎡,跃层,暂无数据,板楼,东,钢混结构,精装,两梯十九户,有,2021-10-14,商品房,2021-05-31,商住两用,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,211007ER807880,"
                    精装修，交通方便，近地铁，运河边，环境好
                  ","
                    位居钱江新城2.0江河汇板块，配套有摩天轮、景观步行桥、激光水幕秀、主题公园等各种丰富的旅游娱乐休闲项目
                  ","
                    本房为微LOFT户型 上层住人 下层活动区域 动静分离，精装修，业主很好说话的
                  ","
                    50米（6号线昙花庵路站）；近距离衔接地铁1号线、4号线、9号线，快速到达杭城各区；距交通枢纽——杭州东站约2公里，现代立体交通体系，畅达世界各地
                  ","
                    万象城、来福士、天虹购物、庆春银泰等，都在2.6公里范围内，随时畅享高的消费。未来，钱江金融城，渔人码头、40万方“地下城”等建设中
                  ",,,,商水,商电,2.9元/m3,,,,
273,['绿城杨柳郡'],上城-七堡,120.246358,30.308035,210,47728,提前预约随时可看,103116258512,37,1室1厅1厨1卫,低楼层 (共33层),44㎡,平层,暂无数据,板楼,南,钢混结构,精装,四梯二十一户,有,2021-07-23,商品房,2021-07-23,普通住宅,未满两年,共有,"
                                有抵押 98万元 客户偿还
                              ",已上传房本照片,210723QU190854,"
                    绿城开发 地铁口 开发商精装修，小区品质好，配套齐全
                  ","
                    杨柳郡小区 开发商：绿城,小区鸟语花香，楼层物业有地暖，100多名的安保人员和强大的销控室。小区位于江干七堡，地铁1号线七堡站上盖，交通方便，小区自带好街购物，还有大型综合体年底交付
                  ","
                    开发商精装修，品牌开发商装修有保障，全新未入住，完全就是新房的体验
                  ",,,,,"
                    小区是地铁一号线七堡站地铁口，地铁一号线直达火车东站 武林广场小区背后是德胜快速路 连接下沙跟城西门口新塘路直通东站跟钱江新城
                  ",,,,,,,
274,['绿城杨柳郡'],上城-七堡,120.246358,30.308035,220,44472,提前预约随时可看,103115619723,7,1室1厅1厨1卫,低楼层 (共33层),49.47㎡,平层,暂无数据,板楼,南,钢混结构,精装,四梯二十一户,有,2021-06-17,商品房,2021-06-17,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210617GC838376,"
                    户型方正，物业管理好环境好，景观好房，品牌开发商
                  ","
                    
1号线七堡地铁口，地下车库直通地铁线；1公里到达德胜快速路红普路出入口；项目自带5万方综合体，7万方花园城年底开业.
                  ",,"
                    房源位于杨柳郡三期2019年10月底交房， 次新房，不满5年有双税。
                  ",,,,"
                    小区是地铁一号线七堡站地铁口，地铁一号线直达火车东站 武林广场小区背后是德胜快速路 连接下沙跟城西门口新塘路直通东站跟钱江新城
                  ",,,,,"
                    开发商精装修，品牌开发商装修有保障，全新未入住，完全就是新房的体验
                  ",,
275,['绿城杨柳郡'],上城-七堡,120.246358,30.308035,220,47323,提前预约随时可看,103115534565,19,1室1厅1厨1卫,中楼层 (共16层),46.49㎡,平层,暂无数据,板楼,南,钢混结构,精装,四梯二十一户,有,2021-06-12,商品房,2021-06-08,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210613LW371766,"
                    地铁口楼幢，距地铁口20米,房东急卖通燃气
                  ","
                    小区是地铁一号线七堡站地铁口，绿城物业，得房率高，小区自带公园学.校养老院，一站服务式小区。
                  ","
                    精装修3500元每平米的标准 带地暖 中.央空调 新风系统 绿城统一装修的 装修标准过硬 品牌的卫浴
                  ",,,,,"
                    小区是地铁一号线七堡站地铁口，地铁一号线直达火车东站 武林广场小区背后是德胜快速路 连接下沙跟城西门口新塘路直通东站跟钱江新城
                  ",,,,,,,
276,['明桂苑'],上城-火车东站,120.21131346951,30.302133638487,249,36955,提前预约随时可看,103117300226,7,2室2厅1厨1卫,低楼层 (共16层),67.38㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,两梯四户,有,2021-09-22,已购公房,2021-08-24,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,210830CW263278,"
                    杭州东站刚需小面积 电梯房 简单装修
                  ","
                    小区门口就是公交车站，B支2路，357路，358路等多条公交线路可直达市区，步行1000米左右可达地铁4号新风站，步行800米左右到杭州火车东站，交通便利(此数据来源于百度地图）
                  ","
                    117医院、汇和城商场、火车东站600米、华润万家 就在新风路旁。有西子国际，汇合城，还有即将开业的港龙城。
                  ","
                    房子是回迁房，房东口述可以追溯满五年，名下还有其他房子，有个税1%，契税1%，免综合税。
                  ",,,,,,,,,,,
