,小区名称,区域位置,经度,纬度,总价,单价,看房时间,链家编号,关注度,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源核验统一编码,查询房管备案记录,核心卖点,小区介绍,周边配套,适宜人群,户型介绍,税费解析,装修描述,售房详情,用水类型,用电类型,燃气价格,别墅类型,交通出行,权属抵押
184,['紫欣华庭'],临平区-崇贤,120.173869,30.387687,160,19640,提前预约随时可看,103113859972,312,3室2厅1厨2卫,高楼层 (共13层),81.47㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,2021-03-14,商品房,2017-07-06,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,190407940318,"
                    房屋朝南采光好，楼层居中，双阳台，
                  ","
                    比较适合一家人居住，老人小孩皆宜，配套比较完善成熟，不用担心各种生活方面的问题
                  ",,,"
                    此房装修的很好，可以直接入住。户型不错，采光好。适合壹对夫妻或一家人居住，省去装修的麻烦！
                  ",,,"
                    公交有220崇贤公交站 - 武林小广场， 347崇贤公交站 - 艮山门东站·下客点,847崇贤公交站 - 大关小区,490荷花塘公交站 - 崇贤新城, 490杨家浜小 学 - 崇贤公交站,350塘栖站 - 艮山门东站·下客点,397农副产品物流 - 永乐街公交站
                  ",,,,,,,
185,['众安理想湾'],临平区-东湖,120.275814,30.441259,198,22218,有租户需预约,103116483920,51,3室1厅1厨1卫,高楼层 (共33层),89.12㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,2021-08-06,商品房,2016-12-15,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,210730ML760778,"
                    满五年过户，中间楼层，有一个车位，业主诚心出售。
                  ","
                    众安理想湾，是众安房产与理想集团强强联袂打造的公园式大盘，项目地块北面规划17幢33-34层的高层建筑，南面是37幢排屋与九千余平公共绿地，10万方公园景观，营造临平全新公园式住区。 众安理想湾位于临平副城，总建面积达53万方
                  ","
                    万宝城、沃尔玛chao市、江南家居、杭州湾建材城、中都广场、银泰购物 医院：余杭区人民医院、余杭仁济医院、余杭区第五人民医院、余杭区妇幼保健院等 银行：建行、农行、工行、中行、余杭农村合作银行


                  ","
                    此房为住宅商品房，有契税1%，综合税5.3%，个税1%，房东不承担任何税费。详细税费请咨询经纪人
                  ",,,"
                    小区门口公交站771距离交通：畅达交通构筑都市圈，星河路隧道通了，轨道交通：地铁1号线临平始发站换乘和公交车直达项目。直达临平地铁口，到临平汽车北站，391直达杭州火车东站
                  ",,,,,,,,
186,['金地艺境西区'],临平区-乔司,120.304188,30.366461,247,28529,提前预约随时可看,103109118439,66,3室2厅1厨1卫,低楼层 (共17层),86.58㎡,平层,75.38㎡,板楼,南 北,钢混结构,精装,两梯四户,有,2020-05-12,商品房,2018-04-11,普通住宅,满两年,共有,"
                                有抵押 51万元 兴业银行 业主自还
                              ",已上传房本照片,200513306326,"
                      交通便利，离地铁口近，业主诚卖，生活配套齐备
                  ","
                    小区是金地房地产开发有限公司开发的褐石系列，小区采用人车分流，大门有24小时安保守护，不定时小区内巡逻，环境优美，户型好，绿化高，社区配套齐全，整体居住人群素质高。
                  ","
                    金地的C户型，格局好，三室一卫，精装修，近两年才交付的房子，采光很好，得房高。
                  ",,,"
                    
最近的有绿地艺尚魔方综合体和泽怀广场（直线距离600米），临平银泰城（直线距离4.9千米）。乔司的华荣城（直线距离2.3千米），宜家家居（直线距离2.5千米）等。医疗有就近的翁梅门诊（直线距离300米）（以上数据来自百度地图）
                  ",,,,,,,,,
187,['理想康城国际'],临平区-临平新城,120.295514,30.406237,280,31979,提前预约随时可看,103116737760,17,3室2厅1厨1卫,低楼层 (共30层),87.56㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,2021-08-20,商品房,2017-02-13,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,210820PI422993,"
                    精装修，大阳台，三房，房东诚心出售。
                  ","
                    电梯房，三房，适宜一家三口，适合刚需客户。房子装修比较新，保养的很好。
                  ",,,"
                    房子三开间朝南，主卧有飘窗，次卧有阳台，阳台自己浇筑了一个大阳台。
                  ","
                    房东是改善型客户，自己的房子卖出去以后，准备去买水景城的房子。
                  ",,,"
                    房子全屋品质装修，一共花了30万左右。屋子里有格力空调。厨房和卫生间装修都很好。
                  ",,,,,,
188,['东田擎天半岛'],临平区-星桥,120.27883172148,30.406051810299,207,24211,提前预约随时可看,103117375097,5,3室2厅1厨1卫,高楼层 (共27层),85.5㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,2021-09-26,商品房,2017-05-18,普通住宅,满两年,非共有,"
                                有抵押 63万元 上海银行
                              ",已上传房本照片,211007VN816922,"
                    
擎天半岛，满五，自住精装修3房，中高楼层，采光好
                  ","
                    东田擎天半岛位于杭州城东北的临平主城区，北靠藕花洲大街，南临临丁路延伸线，有地铁1号线的临平站和余杭高铁站，多路公交直达杭州市，交通便捷；既有临平山景，又有河景
                  ","
                    房东自主装修，保养好，全屋家具家电齐全，花了30多万的装修，
                  ",,,,,"
                    
距武林广场约18公里，临丁路、沈半路、秋石、留石快速路等将项目与杭州顺畅连接；公交K371到星桥村站下、K535至终点站下可到本案，
                  ",,,,,,,
189,['远洋路劲上河宸章'],临平区-崇贤,120.182448,30.389575,520,37408,提前预约随时可看,103117078258,14,4室2厅1厨2卫,低楼层 (共8层),139.01㎡,,暂无数据,,南,钢混结构,精装,,,2021-09-08,商品房,2019-08-29,别墅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,191019600233,"
                    精装修的下叠，装修好没有怎么住过，有花园，看房方便
                  ","
                    小区以低密为样本，聘请骏地设计、伍道国际、GFD等大师天团高规格打造，融合远洋健康生活家高 端服务体系，打造一种集健身房、书吧、儿童活动区、迷你足球场等社区生活，开启远洋当代美学时代
                  ","
                    税费解析：新小区有多项税费：个税1%、综合税5.3%、契税1.5%/2%
                  ",,,,"
                    地铁站350路公交经过半山，北景园，直达打铁关地铁站。 2.B 7快速公交经过拱北大关直达打铁关。 3.342，847，等公交线路经康桥拱北，直达大关。 4.自驾出行1公里处可上秋石高架，4公里处可上上塘高架
                  ",,,,,,独栋,,
190,['中梁百悦城'],临平区-东湖,120.278616,30.44375,214,23922,提前预约随时可看,103117291213,17,3室2厅1厨2卫,低楼层 (共32层),89.46㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,2021-09-21,商品房,2019-07-31,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,210914DG111850,"
                    婚房精装 偶尔来住住 看房提前联系
                  ","
                    万宝城、沃尔玛、江南家居、杭州湾建材城、余杭区人民医院、余杭仁济医院、余杭区第五人民医院、余杭区妇幼保健院等 银行：建行、农行、工行、中行、余杭农村合作银行
                  ",,"
                    
9号线地铁口1000米  771到临平地铁站， 771A到临平汽车南站和人民广场 359到大关小区 391到杭州东站
                  ",,,,,,,,,,,
191,['惠都家园'],临平区-星桥,120.27495839215,30.40334367916,190,22799,提前预约随时可看,103116616181,40,2室1厅1厨1卫,中楼层 (共11层),83.34㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯四户,有,2021-08-14,商品房,2014-05-07,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,210325SE301831,"
                    精    装 修 ，满 5 年，诚 心 出 售，欢  迎   随   时  看 .. 
                  ","
                    齐 全 医 院 小孩 购物 休闲 银行 娱乐等设施等俱 全！

                  ",,"
                    税 费 金 额：此      房  满  5  年，   没        有      增   值  税
                  ",,,"
                    
近3号线地铁，371路高峰大站车：星桥村站,星桥镇站 371路：星桥村站,星桥镇站 767路：星桥镇站,星桥镇西站 762路、386路：星桥镇站,太平村站,星桥大道口站,星桥镇西站 330路：星桥村站
                  ",,,,,,,,
192,['中和北宸府'],临平区-崇贤,120.174287,30.385027,207,26863,提前预约随时可看,103117419223,10,4室2厅1厨1卫,低楼层 (共20层),77.06㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯六户,有,2021-09-29,商品房,2017-09-27,普通住宅,满两年,共有,"
                                有抵押 48万元
                              ",已上传房本照片,210924YI013551,"
                    
此房楼层好 户型好 客厅朝南 带大双阳台 诚心出售
                  ","
                    
北宸府，坐落杭州崇贤新城距市区约15公里，北面临崇文街，西临尚德路，东沿京杭大运河支流，南望——半山公园，占地4万多平方米，总建面积约14万方，规划总住户数990余户，由8栋法式精工小高层组成
                  ","
                    项目地址里卧龙公园784米左右；距离杭州市第民医疗分院（崇贤分院）696米左右的距离；距离杭州半山国家森林公园主入口大约6.9公里；距离最近的崇凯大酒店487米，距离购物广场（上亿广场）620米左右；距康桥校区2.6公里左右；距崇贤初级校区约753米左右
                  ","
                    ：
350路公交经过半山，北景园，直达打铁关地铁站。 2.B 7快速公交经过拱北大关直达打铁关地铁站。 3.342，847，等公交线路经康桥拱北，直达大关。 4.自驾出行1公里处可上秋石高架，4公里处可上上塘高架
                  ",,,,,,,,,,,
193,['桐鹤名苑二区'],临平区-星桥,120.26581488819,30.386891309023,248,17111,有租户需预约,103117243706,17,4室2厅1厨2卫,高楼层 (共22层),144.94㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯两户,有,2021-09-17,商品房,2019-09-16,普通住宅,满两年,共有,"
                                有抵押 100万元
                              ",已上传房本照片,190916734680,"
                    满5年 户型方正 总价低 近地铁口 高楼层 视野好
                  ","
                    杭州市临平区星桥街道社会卫生服务，星都中西医结合门诊部，余杭区疾病预防控，余杭区人民医院，杭州市上城区丁兰街道社区卫生服务，杭州市临平区妇幼保健院，九洲大药房，雅乐口腔(余杭天都城店)，星韵路口腔诊所，杭州市临平区星桥街
                  ",,"
                    出门就是临丁路距离望梅路高架800米，距离小区300米地 铁三号线正在建设当中
                  ",,,,,,,,,,,
194,['欣北钱江国际广场'],临平区-塘栖,120.259168,30.47416,33,9790,提前预约随时可看,103116904466,7,1室1厅1厨1卫,低楼层 (共20层),33.71㎡,平层,暂无数据,板塔结合,北,钢混结构,毛坯,四梯三十二户,有,2021-08-29,商品房,2018-06-14,商住两用,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,180406900829,"
                    小区总建筑面大，酒店、办公、社交和居住于一体的，总价低户型好
                  ","
                    小区里面生活便利配套设施齐全。物业服务好。小区外面广场热闹。边上正在造幼儿园。
                  ","
                    房子户型方正，视野开阔，厨房和卫生间分开。可以居住，也可以办公用。
                  ",,,"
                    国道、09省道、杭宁高速公路、杭浦高速、沪杭甬高速、地铁昌达路站。
                  ",,,,商水,商电,,,,
195,['欣北钱江国际广场'],临平区-塘栖,120.259168,30.47416,46,9544,提前预约随时可看,103110099440,60,1室1厅1厨1卫,中楼层 (共20层),48.2㎡,平层,35.07㎡,板塔结合,南,钢混结构,精装,四梯三十二户,有,2020-07-05,商品房,2011-12-12,商住两用,满五年,非共有,"
                                有抵押 36万元 客户偿还
                              ",已上传房本照片,200705BE178847,"
                    低总价、朝南、采光好、自住精装修、业主诚心出售
                  ","
                    欣北·钱江国际广场位于杭州第三大产业高地——钱江经济技术开发区。钱江经济技术开发区处于临平与塘栖之间，东临临平副城，北临京杭大运河，西临09省道，南临320国道。其公共服务区，是开发区的办公、商务、金融的
                  ","
                    售房原因：业主卖掉公寓买住宅，想出手掉这套变现。 房屋现状：房子现在在自住，看房要提前联系，约房东开门。签约随时可签。 特殊要求：全款价格能谈。
                  ","
                    房子属于公寓房，税费含有差额税费5.3%，个税1%，契税3%，土地增值税0.5%，印花税0.005%。
                  ",,,,,"
                    距离钱江国际广场站50米，可在此乘坐K330,797，766，798，经14站到临平北 综合体面积约为1.3万平米，包括高规格中式宴会厅、康乐、精品商场和综合等业态，将于明年下半年启用。更得一提的是，下沉广场将开辟近3000平方米的美食公园，融汇各地..
                  ",商水,商电,,,,
196,['华元欢乐城'],临平区-临平新城,120.307613,30.401478,51,12400,有租户需预约,103115911517,7,2室1厅1厨1卫,低楼层 (共19层),41.13㎡,平层,暂无数据,板楼,北,钢混结构,精装,三梯四十二户,有,2021-07-03,商品房,2017-04-14,商住两用,满两年,共有,"
                                有抵押 9万元 业主自还
                              ",已上传房本照片,200327062134,"
                    
地铁口50米，40年公寓，精装修 朝南，适合投 资自住

                  ","
                    小区介绍：
华元欢乐城位于杭州市临平新城中间位置，为杭州市地铁一号线南苑站地铁上物业，是临平的城市综合体。项目总占地面积约6.8万方，其中地上建筑面积约47万方，地下建筑面积约17万方，总计约64万方。酒店、酒店公寓、高尚住宅、写字楼于一体
                  ","
                    配套：世纪联华、余杭市民之家、余杭区体育馆、余杭博物馆、余杭图书馆、临平大剧院医院：余杭区人民医院
                  ","
                    交通出行：
地铁：地铁1号线南苑站 公交：309路，339路等多路公交车
                  ",,,,,,商水,商电,3.1元/m3,,,
197,['富邦星座'],临平区-临平新城,120.31533,30.406517,130,20444,提前预约随时可看,103117160151,12,2室1厅1厨2卫,高楼层 (共24层),63.59㎡,复式,暂无数据,板塔结合,南,钢混结构,精装,三梯十二户,有,2021-09-12,商品房,2017-06-21,商住两用,满两年,共有,"
                                有抵押 27万元
                              ",已上传房本照片,180512035024,"
                    楼层很好，视野开阔，有天燃气烧饭，有阳台，适合居住
                  ","
                    房子交付3年多，较新，层高有4.79米，有天燃气烧饭，有大阳台，还有一个独立衣帽间，2个卫生间，使用率很高
                  ",,,,"
                    富邦层高4.79米，住着不压抑，客厅外面有个大阳台，晾晒衣物方便，阳光很充足，房东诚心急售。
                  ",,,"
                    富邦步行可到达余之城，欢乐城，银泰城，两个地铁站，市民之家。
                  ",商水,民电,3.1元/m3,,,
198,['百姓弄小区'],临平区-临平新城,120.30554876877,30.432068406454,130,21215,提前预约随时可看,103116919581,36,2室2厅1厨1卫,中楼层 (共6层),61.28㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯三户,无,2021-08-30,商品房,2002-11-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,210831SY291043,"
                    此房满五唯一，中间楼层，配套设施齐全，交通便利，格局好
                  ","
                    百姓弄小区是一个成熟社区，老银泰，大红鹰，邱山菜市场、余杭第五人民医院，余杭区政府，包括购物，医疗，交通集一体
                  ","
                    适宜刚需用户，低总价，配套齐全，交通生活便利，置换也比较简单
                  ",,"
                    出门有公交车车站，出行方便。邱山菜市场，第五人民医院，临平山公园，生活设施配套齐全。距9号线邱山大街站750m(数据来源于百度地图测距）
                  ",,,,,,,,,,
199,['华元欢乐城'],临平区-临平新城,120.307613,30.401478,48,15248,有租户需预约,103117629471,1,2室1厅1厨1卫,高楼层 (共37层),31.48㎡,平层,暂无数据,板塔结合,北,钢混结构,简装,六梯三十四户,有,2021-10-13,商品房,2019-04-16,商住两用,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,190417926070,"
                    此房地理位置佳，地铁口，交通方便，基础设施配套齐全
                  ","
                    华元欢乐城位于杭州市临平新城中间位置，为杭州市地铁一号线南苑站地铁上物业，是临平的城市综合体。项目总占地面积约6.8万方，其中地上建筑面积约47万方，地下建筑面积约17万方，总计约64万方。酒店、酒店公寓、高尚住宅、写字楼于一体
                  ","
                    此房旁边有3个大型综合体商场，距离余杭区第1人民医院500米，地铁口200米，项目配套齐全
                  ","
                    此房距离1号线南苑地铁站200米（距离出自百度地图），小区自带综合体华元欢乐城，芳草地大型农贸市场，小区旁是余之城商场大润发市，小区700米是临平银泰城
                  ",,,,,,商水,商电,3.1元/m3,,,
200,['玖玖国际财富中心'],临平区-东湖,120.292216,30.439488,50,9150,提前预约随时可看,103117569588,7,1室1厅1厨1卫,中楼层 (共23层),54.65㎡,平层,暂无数据,板楼,南 西南,钢混结构,简装,三梯二十三户,有,2021-10-10,商品房,2018-10-17,商住两用,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,200412093498,"
                    玖玖国际公寓，总价低，精装修，房东诚心出售
                  ","
                    房子为商品房公寓，当时房东二手80万左右买进，差额税少，其他契税3%,个税1%，增值税1%。
                  ",,"
                    九号线北沙路站开通在即，771直达临平地铁站，771A可到临平汽车北站，359可到杭州大关小区，391直达杭州火车东站
                  ",,,"
                    小区自带综合体 吃喝配套齐全 地铁口10米 1500米 医院 xue校 商场 运动场 公交总站 临平上公园。

                  ",,,商水,商电,,,,
201,['宋都时间名座'],临平区-临平新城,120.288423,30.411941,88,16097,提前预约随时可看,103111790820,27,2室2厅1厨1卫,中楼层 (共20层),54.67㎡,复式,暂无数据,板楼,南,钢混结构,精装,三梯二十七户,有,2020-10-17,商品房,2020-05-27,商住两用,未满两年,非共有,"
                                有抵押 50万元
                              ",已上传房本照片,201021AF055548,"
                    采光充足，精装全明户型，视野宽阔 山景房，出行便利
                  ","
                    适合追求小资生活的年轻人 首付和总价不高，不喜欢LOFT的空间的压抑的人群
                  ",,"
                    房子是精装修，买到手可以直接出租，也可以直接拎包自住，很是方便
                  ","
                    
业主卖掉这套主要是考虑置换，想再买一套住宅，房东诚心出售..
                  ",,,"
                    临平银泰城，地铁1号线临平站、余杭高铁站1.5公里，世纪大道快速路500，望梅高架入口500米，余杭区人民医院3公里。（以上数据来源百度地图）
                  ","
                    本小区位于临平山南，交通便利，小区东面是沃尔玛，北面是临平山，西面是高架，生活与居住都很方便
                  ",商水,民电,,,,
202,['美致生活广场'],临平区-塘栖,120.257268,30.4733,69,21523,提前预约随时可看,103117630945,3,2室1厅1厨2卫,高楼层 (共19层),32.06㎡,跃层,暂无数据,塔楼,西,钢混结构,精装,四梯三十二户,有,2021-10-14,商品房,2021-08-06,商住两用,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,180325870074,"
                    层高5.8米，诚心出售.，楼层好 诚心卖 燃气做饭


                  ","
                    老人小孩，还有上班族刚需的人群，总价较低，没有住宅购房资格的更要考虑了


                  ",,,"
                    此房是公寓，提高首付或全款可以做到只有契税3%和0.005%印花税。


                  ",,"
                    320国道、09省道、杭宁高速公路、杭浦高速、沪杭甬高速、海宁东西大道和杭州绕城公路，其中沪杭甬高速公路、320国道和绕城公路在本区南面经过，09省道和杭宁高速公路在本区西面经过


                  ",,,民水,民电,3.1元/m3,,,
203,['杭州江山风华'],临平区-崇贤,120.24363,30.450928,210,23681,提前预约随时可看,103117693645,1,3室2厅1厨2卫,中楼层 (共10层),88.68㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,有,2021-10-18,商品房,2021-07-28,普通住宅,未满两年,共有,"
                                有抵押 150万元
                              ",已上传房本照片,211019ZR837453,"
                    
奥特莱斯旁，品质电梯小高层，一梯两户设计！精装修交付！
                  ","
                    
小高层，带电梯，一梯两户，全明户型，三房两卫，大阳台，得房率高！
                  ",,,,"
                    
开发商统一精装修，未曾入住！买来软装配置一下即可入住！省心省力！
                  ",,"
                    
望梅路高架直达市区，出行便捷！奥特莱斯9月份开业，生活便利！
                  ",,,,,,,
204,['红联九漾华庭西区'],临平区-临平新城,120.31559,30.395881,180,21627,有租户需预约,103117697924,2,2室1厅1厨1卫,低楼层 (共24层),83.23㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2021-10-18,商品房,2021-04-02,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,211025PE413386,"
                    房东精装修 诚心出售 证件齐全 东边套通透性好 交通便利
                  ","
                    
房子自采暖 安保系统高 物业同其他相比更负责任 小区楼间距大 环境优雅清静
                  ","
                    也比较孕婴老幼，人文环境好，首付不高，贷款方式不限，适合首付预算不高的小两，配套齐全，有菜市场，公园，带电梯，距离医院近
                  ","
                    地铁1号线余杭高铁站、南苑站、临平站高铁：沪杭高铁余杭站公交站
                  ","
                    孕婴老幼，人文环境好，首付不高，贷款方式不限，配套齐全，有菜市场，公园，带电梯，距离医院也比较近 
                  ",,,,,,,,,,
205,['景瑞阳光城法兰公园'],临平区-东湖,120.294255,30.443902,205,23643,提前预约随时可看,103117584474,13,3室1厅1厨1卫,中楼层 (共25层),86.71㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,2021-10-11,商品房,2021-05-11,普通住宅,未满两年,非共有,"
                                有抵押
                              ",已上传房本照片,211014EC451844,"
                    精装修三房，楼层好采光佳视野好，家具已配，直接入住
                  ","
                    
小区环境好，儿童游乐实施多，设有慢跑道，高层洋房别墅结合，地铁边上的小区
                  ","
                    此房是2加1户型，2个大房间加1个小房间，三开间朝南。户型正气
                  ","
                    
房子2020年10月交付，不满五年，有增值税5.3%，个税1%，契税1%
                  ",,"
                    小区边上就是商场，距离小区800米就是万宝城商圈和地铁口，小区南门有幼儿园 校园都在2公里之内
                  ","
                    小区西门就是荷花塘公交站， 在建地铁9号线北沙西路站距离小区直线距离800米，自驾出行可以选择秋石高架，望梅高架、留石高架、东湖高架等。 出行快捷方便
                  ",,,,,,,,
206,['祥生群贤府'],临平区-崇贤,120.157695,30.390202,252,28135,提前预约随时可看,103117546349,4,3室2厅1厨2卫,中楼层 (共25层),89.57㎡,平层,68.19㎡,板楼,南,钢混结构,精装,两梯四户,有,2021-10-08,商品房,2020-08-05,普通住宅,未满两年,共有,"
                                有抵押 105万元 工商银行 客户偿还
                              ",已上传房本照片,211007OJ810346,"
                    楼层好 次新小区 不满五年的  诚心出售的 
                  ","
                    
24小时自助银行(崇贤支行)、余杭农村合作银行崇贤支行、中国工商银行杭州崇贤支行、中国工商银行餐厅:黑鱼馆、崇贤黑鱼面、广豪家常菜馆、清水鱼馆、胜群饭店。 银行:余杭农村合作银行24ATM、中国农业银行崇贤支行。
                  ",,"
                    开发商精装修 中 央空调 厨卫固定装修 自配软装后可以直接入住
                  ",,,,"
                    
地铁站350路公交经过半山，北景园，直达打铁关地铁站。 2.B 7快速公交经过拱北大关直达打铁关。 3.342，847，等公交线路经康桥拱北，直达大关。 4.自驾出行1公里处可上秋石高架，4公里处可上上塘高架
                  ",,,,,,,
207,['美致生活广场'],临平区-塘栖,120.257268,30.4733,118,15820,提前预约随时可看,103117752808,2,1室1厅0厨0卫,高楼层 (共27层),74.59㎡,跃层,暂无数据,塔楼,南,钢混结构,毛坯,四梯十四户,有,2021-10-22,商品房,2020-07-29,商住两用,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210612UB262465,,,,,,,,,,民水,民电,3元/m3,,,
208,['东厦东港花苑'],临平区-东湖,120.27942674356,30.43734114795,160,19933,提前预约随时可看,103116763951,15,2室1厅1厨1卫,中楼层 (共17层),80.27㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,2021-08-22,商品房,2018-05-04,普通住宅,满两年,非共有,"
                                有抵押 100万元
                              ",已上传房本照片,180107065653,"
                    纯毛坯，绿城物业，户型方正，中上楼层，视野开拓
                  ","
                    小区目前是绿城物业在管理，内部环境优美，绿城好，比较清爽，小区人车分流，对老人和小孩的安全有保障
                  ","
                    本小区东面过去400米是蓝江菜市场 、1000米距离是万宝城综合体（也是在建地铁口），小区南面过去500米是临平第五医院院分院，1200米是临平山公园
                  ","
                    771到临平地铁站，771A到临平汽车北站、人民广场、图书馆、市民之家，359到大关小区，391到杭州东站，240通宵公交车到临平地铁站。
                  ",,,,,,,,,,,
209,['清水弄'],临平区-临平新城,120.313475,30.428162,90,27158,提前预约随时可看,103116775580,19,1室0厅1厨1卫,低楼层 (共6层),33.14㎡,平层,暂无数据,板塔结合,南,混合结构,简装,一梯两户,暂无数据,2021-08-22,商品房,2010-09-15,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,210915OA179727,"
                    小户型 总价低 交通方便 配套成熟


                  ","
                    小区位于庙东菜市场南面，环境安静舒适，九曲营步行街，大红鹰市一路之隔，买菜购物方便


                  ","
                    步行街 、 联通移动电信营业厅 、银泰城 医院药店也有，第三幼儿园，庙东菜场、建设银行、临平步行街、银泰百货、大红鹰、盒马先生


                  ","
                    有很多公交站点出行方便 ，地铁 ，高铁站汽车南站 ，汽车北站


                  ",,,,,,,,,,,
210,['华元花涧堂'],临平区-临平新城,120.295078,30.396596,250,26475,提前预约随时可看,103113254021,35,3室2厅1厨2卫,中楼层 (共8层),94.43㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯两户,有,2021-01-30,商品房,2019-08-30,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,190719058230,"
                    临平南区块低密度洋房，干架毛坯，没住过人，阳台视野无阻挡
                  ","
                    小区总设计由新中式低密度洋房加排屋设计，无高层阻挡视野，南面出门就是艺尚小镇及临平东湖公园，居住人群为高素质中产人群，吃完饭可公园散散步。
                  ","
                    地铁1号线、沪杭高铁为交通枢纽，以理想银泰城、华元欢乐城和商务办公楼集群为依托，以位于项目北面的700余亩大型市民体育公园为景观配套，发展潜力大。11幢高层、12幢多层1.68元平方米，浙江南都物业管理有限公司
                  ","
                    地铁1号线余杭高铁站、南苑站、临平站高铁：沪杭高铁余杭站公交站：洗马村站(K380直达世纪大道望梅路口[公交站]（770,769,779高峰,770区间,380,492,492区间），余杭区疾控中 心[公交站]（770,786,786区间,769,788,779高峰,770区间,380,492,492区间）
                  ",,,,,,,,,,,
211,['都市港湾'],临平区-东湖,120.310321,30.445055,60,14885,提前预约随时可看,103115483306,122,1室0厅1厨1卫,中楼层 (共20层),40.31㎡,平层,28.06㎡,板塔结合,东,钢混结构,精装,两梯十五户,有,2021-06-09,商品房,2010-06-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,200715ME328591,"
                    此房满五年，小户型，户型方正。中高楼层，全新装修。
                  ","
                    适宜刚需人群、过度人群，二人养老人群；总价低好入手，首付20万即可，月供少压力小；
                  ",,"
                    该房满五年，税费少， 只有 个人所得税无契税1个点！！！！！
                  ","
                    规划中的3号线北沙东路地铁口就在楼下，汽车北站只有几百米；菜市场、、餐饮、世纪公园，老城区生活很便利。
                  ",,,,,,,,,,
212,['四维金座'],临平区-崇贤,120.147149,30.404578,29,10317,提前预约随时可看,103117176624,14,1室1厅1厨1卫,低楼层 (共15层),28.11㎡,平层,暂无数据,板塔结合,东北,钢混结构,简装,两梯四十三户,有,2021-09-13,商品房,2017-11-06,商住两用,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,200815VC876497	,"
                    
小户型精装修公寓，直接领包入住。房东急售，随时看房
                  ","
                    
商 场或chao 市：旭天地、盛客购物、；餐饮娱乐：韩尚道韩式美食屋、崇贤酒楼；邮局和快递：浙江村邮邮政服务站(王三线) 、中国邮政(崇贤邮政支局)；医 院：崇贤独山口腔诊所；银行/银行(ATM)：交通银行24小时自助银行(富春.崇贤金属港东)
                  ",,"
                    
四维金座 简装修装修 现空置状态 随时交易  随时随地领包入住
                  ",,,,"
                    
小区50米范围就有公交车站，车次有347,342,350，B7，147,397等公交车，可以直达武林广场，和平广场，大关，朝晖，换乘地铁一号线，五号线
                  ",,商水,商电,,,,
